est_year,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1340,1351,1360,1370,1380,1390,1400,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760
1970,0.0323886640,0.0323886640,0.0182186235,0.0121457490,0.0202429150,0.0344129555,0.0141700405,0.0121457490,0.0242914980,0.0384615385,0.0141700405,0.0101214575,0.0323886640,0.0161943320,0.0141700405,0.0364372470,0.0161943320,0.0121457490,0.0344129555,0.0222672065,0.0161943320,0.0161943320,0.0222672065,0.0283400810,0.0121457490,0.0202429150,0.0161943320,0.0283400810,0.0323886640,0.0101214575,0.0222672065,#DIV/0!,0.0344129555,0.0202429150,0.0222672065,0.0121457490,0.0121457490,0.0121457490,0.0080971660,0.0080971660,0.0080971660,0.0303643725,0.0141700405,0.0060728745,0.0080971660,0.0303643725,0.0182186235,0.0101214575,0.0080971660,0.0263157895,0.0202429150,0.0101214575,0.0080971660
1971,0.0314341847,0.0275049116,0.0117878193,0.0117878193,0.0255402750,0.0432220039,0.0098231827,0.0117878193,0.0275049116,0.0392927308,0.0117878193,0.0117878193,0.0353634578,0.0157170923,0.0117878193,0.0451866405,0.0157170923,0.0078585462,0.0353634578,0.0235756385,0.0176817289,0.0137524558,0.0196463654,0.0275049116,0.0157170923,0.0196463654,0.0176817289,0.0275049116,0.0314341847,0.0117878193,0.0255402750,#DIV/0!,0.0373280943,0.0216110020,0.0216110020,0.0196463654,0.0117878193,0.0137524558,0.0078585462,0.0078585462,0.0078585462,0.0294695481,0.0117878193,0.0078585462,0.0078585462,0.0255402750,0.0157170923,0.0078585462,0.0098231827,0.0216110020,0.0176817289,0.0058939096,0.0078585462
1972,0.0258964143,0.0298804781,0.0159362550,0.0139442231,0.0239043825,0.0398406375,0.0139442231,0.0119521912,0.0199203187,0.0338645418,0.0139442231,0.0139442231,0.0338645418,0.0159362550,0.0119521912,0.0498007968,0.0159362550,0.0119521912,0.0358565737,0.0239043825,0.0159362550,0.0179282869,0.0199203187,0.0258964143,0.0159362550,0.0199203187,0.0159362550,0.0278884462,0.0358565737,0.0119521912,0.0239043825,#DIV/0!,0.0358565737,0.0199203187,0.0219123506,0.0199203187,0.0099601594,0.0139442231,0.0079681275,0.0079681275,0.0079681275,0.0298804781,0.0119521912,0.0059760956,0.0079681275,0.0258964143,0.0159362550,0.0079681275,0.0079681275,0.0219123506,0.0159362550,0.0079681275,0.0079681275
1973,0.0470588235,0.0411764706,0.0176470588,0.0117647059,0.0294117647,0.0470588235,0.0117647059,0.0117647059,0.0196078431,0.0313725490,0.0098039216,0.0117647059,0.0352941176,0.0156862745,0.0117647059,0.0411764706,0.0156862745,0.0117647059,0.0352941176,0.0235294118,0.0156862745,0.0156862745,0.0196078431,0.0254901961,0.0156862745,0.0196078431,0.0117647059,0.0274509804,0.0294117647,0.0137254902,0.0196078431,#DIV/0!,0.0352941176,0.0176470588,0.0215686275,0.0137254902,0.0098039216,0.0137254902,0.0058823529,0.0078431373,0.0078431373,0.0274509804,0.0117647059,0.0078431373,0.0078431373,0.0235294118,0.0156862745,0.0078431373,0.0058823529,0.0294117647,0.0196078431,0.0078431373,0.0078431373
1974,0.0288248337,0.0288248337,0.0133037694,0.0133037694,0.0221729490,0.0354767184,0.0088691796,0.0133037694,0.0199556541,0.0354767184,0.0133037694,0.0133037694,0.0376940133,0.0133037694,0.0155210643,0.0487804878,0.0155210643,0.0133037694,0.0399113082,0.0266075388,0.0199556541,0.0133037694,0.0221729490,0.0243902439,0.0155210643,0.0221729490,0.0177383592,0.0310421286,0.0288248337,0.0110864745,0.0243902439,#DIV/0!,0.0399113082,0.0243902439,0.0221729490,0.0221729490,0.0110864745,0.0110864745,0.0066518847,0.0066518847,0.0066518847,0.0243902439,0.0133037694,0.0066518847,0.0066518847,0.0221729490,0.0177383592,0.0088691796,0.0066518847,0.0221729490,0.0155210643,0.0088691796,0.0088691796
1975,0.0311203320,0.0311203320,0.0124481328,0.0103734440,0.0248962656,0.0373443983,0.0124481328,0.0082987552,0.0207468880,0.0331950207,0.0124481328,0.0124481328,0.0373443983,0.0165975104,0.0124481328,0.0435684647,0.0165975104,0.0124481328,0.0373443983,0.0248962656,0.0165975104,0.0165975104,0.0207468880,0.0269709544,0.0165975104,0.0622406639,0.0145228216,0.0290456432,0.0290456432,0.0124481328,0.0269709544,#DIV/0!,0.0331950207,0.0207468880,0.0207468880,0.0192307692,0.0103734440,0.0192307692,0.0076923077,0.0076923077,0.0076923077,0.0186721992,0.0124481328,0.0082987552,0.0082987552,0.0228215768,0.0165975104,0.0082987552,0.0082987552,0.0228215768,0.0186721992,0.0082987552,0.0082987552
1976,0.0316205534,0.0296442688,0.0098814229,0.0098814229,0.0217391304,0.0335968379,0.0118577075,0.0118577075,0.0197628458,0.0355731225,0.0118577075,0.0118577075,0.0355731225,0.0158102767,0.0118577075,0.0395256917,0.0138339921,0.0098814229,0.0355731225,0.0217391304,0.0138339921,0.0138339921,0.0217391304,0.0217391304,0.0138339921,0.0454545455,0.0138339921,0.0276679842,0.0316205534,0.0118577075,0.0197628458,#DIV/0!,0.0335968379,0.0217391304,0.0237154150,0.0158102767,0.0098814229,0.0177865613,0.0059288538,0.0079051383,0.0079051383,0.0375494071,0.0118577075,0.0079051383,0.0079051383,0.0335968379,0.0158102767,0.0098814229,0.0079051383,0.0296442688,0.0197628458,0.0079051383,0.0079051383
1977,0.0252707581,0.0252707581,0.0108303249,0.0108303249,0.0180505415,0.0270758123,0.0108303249,0.0072202166,0.0198555957,0.0324909747,0.0090252708,0.0108303249,0.0342960289,0.0162454874,0.0108303249,0.0469314079,0.0198555957,0.0054151625,0.0361010830,0.0234657040,0.0216606498,0.0144404332,0.0288808664,0.0342960289,0.0180505415,0.0415162455,0.0234657040,0.0361010830,0.0270758123,0.0108303249,0.0180505415,#DIV/0!,0.0324909747,0.0216606498,0.0270758123,0.0162454874,0.0108303249,0.0180505415,0.0072202166,0.0072202166,0.0054151625,0.0324909747,0.0108303249,0.0054151625,0.0072202166,0.0324909747,0.0144404332,0.0072202166,0.0072202166,0.0288808664,0.0180505415,0.0072202166,0.0072202166
1978,0.0236336780,0.0221565731,0.0088626292,0.0029542097,0.0251107829,0.0398818316,0.0088626292,0.0103397341,0.0221565731,0.0324963072,0.0059084195,0.0059084195,0.0398818316,0.0132939439,0.0088626292,0.0620384047,0.0177252585,0.0118168390,0.0398818316,0.0295420975,0.0177252585,0.0221565731,0.0251107829,0.0472673560,0.0118168390,0.0280649926,0.0177252585,0.0280649926,0.0384047267,0.0103397341,0.0206794682,#DIV/0!,0.0280649926,0.0295420975,0.0428360414,0.0280649926,0.0221565731,0.0118168390,0.0059084195,0.0059084195,0.0059084195,0.0192023634,0.0103397341,0.0044313146,0.0059084195,0.0192023634,0.0118168390,0.0059084195,0.0044313146,0.0162481536,0.0118168390,0.0059084195,0.0059084195
1979,0.0188679245,0.0188679245,0.0067385445,0.0080862534,0.0269541779,0.0323450135,0.0080862534,0.0080862534,0.0404312668,0.0323450135,0.0067385445,0.0053908356,0.0485175202,0.0107816712,0.0067385445,0.0539083558,0.0107816712,0.0080862534,0.0485175202,0.0323450135,0.0215633423,0.0215633423,0.0323450135,0.0471698113,0.0242587601,0.0377358491,0.0215633423,0.0296495957,0.0417789757,0.0080862534,0.0161725067,#DIV/0!,0.0215633423,0.0256064690,0.0363881402,0.0269541779,0.0215633423,0.0080862534,0.0053908356,0.0040431267,0.0026954178,0.0175202156,0.0094339623,0.0053908356,0.0026954178,0.0161725067,0.0134770889,0.0053908356,0.0067385445,0.0134770889,0.0121293801,0.0053908356,0.0053908356
1980,0.0261194030,0.0261194030,0.0111940299,0.0093283582,0.0391791045,0.0671641791,0.0111940299,0.0074626866,0.0410447761,0.0522388060,0.0111940299,0.0093283582,0.0317164179,0.0167910448,0.0093283582,0.0559701493,0.0242537313,0.0093283582,0.0335820896,0.0223880597,0.0205223881,0.0223880597,0.0186567164,0.0223880597,0.0111940299,0.0186567164,0.0149253731,0.0261194030,0.0279850746,0.0111940299,0.0223880597,#DIV/0!,0.0298507463,0.0186567164,0.0186567164,0.0130597015,0.0093283582,0.0111940299,0.0074626866,0.0055970149,0.0069686411,0.0261194030,0.0111940299,0.0055970149,0.0055970149,0.0242537313,0.0149253731,0.0074626866,0.0074626866,0.0186567164,0.0149253731,0.0074626866,0.0074626866
1981,0.0326797386,0.0305010893,0.0130718954,0.0087145969,0.0174291939,0.0348583878,0.0130718954,0.0087145969,0.0217864924,0.0348583878,0.0108932462,0.0130718954,0.0392156863,0.0174291939,0.0087145969,0.0435729847,0.0174291939,0.0128205128,0.0392156863,0.0326797386,0.0174291939,0.0196078431,0.0174291939,0.0261437908,0.0130718954,0.0261437908,0.0174291939,0.0305010893,0.0348583878,0.0108932462,0.0239651416,#DIV/0!,0.0326797386,0.0196078431,0.0239651416,0.0196078431,0.0108932462,0.0130718954,0.0087145969,0.0065359477,0.0108932462,0.0283224401,0.0130718954,0.0065359477,0.0087145969,0.0261437908,0.0174291939,0.0108932462,0.0065359477,0.0217864924,0.0174291939,0.0087145969,0.0065359477
1982,0.0300429185,0.0300429185,0.0128755365,0.0128755365,0.0214592275,0.0343347639,0.0128755365,0.0107296137,0.0214592275,0.0343347639,0.0107296137,0.0107296137,0.0364806867,0.0150214592,0.0107296137,0.0429184549,0.0150214592,0.0085836910,0.0386266094,0.0257510730,0.0171673820,0.0171673820,0.0214592275,0.0300429185,0.0193133047,0.0257510730,0.0171673820,0.0300429185,0.0343347639,0.0128755365,0.0236051502,#DIV/0!,0.0343347639,0.0214592275,0.0214592275,0.0171673820,0.0128755365,0.0128755365,0.0085836910,0.0085836910,0.0085836910,0.0300429185,0.0107296137,0.0085836910,0.0085836910,0.0257510730,0.0171673820,0.0085836910,0.0064377682,0.0214592275,0.0193133047,0.0064377682,0.0064377682
1983,0.0303687636,0.0303687636,0.0130151844,0.0108459870,0.0195227766,0.0347071584,0.0130151844,0.0086767896,0.0216919740,0.0347071584,0.0130151844,0.0130151844,0.0390455531,0.0195227766,0.0108459870,0.0412147505,0.0151843818,0.0108459870,0.0390455531,0.0260303688,0.0173535792,0.0173535792,0.0216919740,0.0260303688,0.0151843818,0.0216919740,0.0173535792,0.0303687636,0.0368763557,0.0130151844,0.0238611714,#DIV/0!,0.0260303688,0.0216919740,0.0216919740,0.0173535792,0.0130151844,0.0130151844,0.0086767896,0.0086767896,0.0065075922,0.0303687636,0.0130151844,0.0086767896,0.0086767896,0.0260303688,0.0173535792,0.0086767896,0.0086767896,0.0216919740,0.0173535792,0.0086767896,0.0086767896
1984,0.0303687636,0.0281995662,0.0130151844,0.0130151844,0.0195227766,0.0325379610,0.0130151844,0.0130151844,0.0216919740,0.0325379610,0.0130151844,0.0108459870,0.0390455531,0.0173535792,0.0130151844,0.0455531453,0.0173535792,0.0130151844,0.0368763557,0.0260303688,0.0173535792,0.0173535792,0.0195227766,0.0260303688,0.0151843818,0.0173535792,0.0173535792,0.0303687636,0.0347071584,0.0130151844,0.0260303688,#DIV/0!,0.0325379610,0.0216919740,0.0216919740,0.0173535792,0.0130151844,0.0130151844,0.0108459870,0.0085836910,0.0086767896,0.0303687636,0.0130151844,0.0086767896,0.0065075922,0.0238611714,0.0173535792,0.0086767896,0.0086767896,0.0216919740,0.0173535792,0.0086767896,0.0086767896
1985,0.0309734513,0.0243362832,0.0132743363,0.0088495575,0.0199115044,0.0353982301,0.0132743363,0.0110619469,0.0221238938,0.0331858407,0.0154867257,0.0110619469,0.0398230088,0.0199115044,0.0088495575,0.0442477876,0.0176991150,0.0110619469,0.0376106195,0.0243362832,0.0154867257,0.0199115044,0.0199115044,0.0243362832,0.0132743363,0.0221238938,0.0176991150,0.0287610619,0.0265486726,0.0132743363,0.0265486726,#DIV/0!,0.0309734513,0.0221238938,0.0221238938,0.0176991150,0.0132743363,0.0132743363,0.0088495575,0.0088495575,0.0088495575,0.0309734513,0.0154867257,0.0066371681,0.0088495575,0.0309734513,0.0176991150,0.0088495575,0.0088495575,0.0221238938,0.0176991150,0.0088495575,0.0066371681
1986,0.0301075269,0.0301075269,0.0129032258,0.0129032258,0.0215053763,0.0344086022,0.0129032258,0.0129032258,0.0193548387,0.0344086022,0.0129032258,0.0107526882,0.0365591398,0.0150537634,0.0129032258,0.0430107527,0.0172043011,0.0129032258,0.0387096774,0.0236559140,0.0172043011,0.0172043011,0.0215053763,0.0258064516,0.0150537634,0.0215053763,0.0172043011,0.0301075269,0.0344086022,0.0129032258,0.0258064516,#DIV/0!,0.0344086022,0.0215053763,0.0215053763,0.0215053763,0.0107526882,0.0129032258,0.0086021505,0.0086021505,0.0086021505,0.0301075269,0.0150537634,0.0064516129,0.0086021505,0.0258064516,0.0150537634,0.0086021505,0.0064516129,0.0215053763,0.0150537634,0.0064516129,0.0086021505
1987,0.0311111111,0.0311111111,0.0133333333,0.0088888889,0.0222222222,0.0355555556,0.0111111111,0.0044444444,0.0222222222,0.0355555556,0.0111111111,0.0088888889,0.0422222222,0.0155555556,0.0088888889,0.0444444444,0.0155555556,0.0111111111,0.0400000000,0.0266666667,0.0177777778,0.0177777778,0.0222222222,0.0266666667,0.0155555556,0.0177777778,0.0155555556,0.0311111111,0.0355555556,0.0133333333,0.0244444444,0.0088888889,0.0355555556,0.0222222222,0.0222222222,0.0111111111,0.0133333333,0.0133333333,0.0088888889,0.0088888889,0.0066666667,0.0288888889,0.0133333333,0.0066666667,0.0085836910,0.0266666667,0.0177777778,0.0088888889,0.0066666667,0.0222222222,0.0200000000,0.0088888889,0.0066666667
1988,0.0329411765,0.0329411765,0.0094117647,0.0047058824,0.0258823529,0.0352941176,0.0094117647,0.0047058824,0.0235294118,0.0376470588,0.0094117647,0.0047058824,0.0423529412,0.0141176471,0.0047058824,0.0447058824,0.0141176471,0.0047058824,0.0400000000,0.0188235294,0.0141176471,0.0164705882,0.0211764706,0.0282352941,0.0188235294,0.0235294118,0.0188235294,0.0329411765,0.0376470588,0.0135135135,0.0282352941,0.0094117647,0.0352941176,0.0235294118,0.0235294118,0.0235294118,0.0141176471,0.0117647059,0.0094117647,0.0094117647,0.0047058824,0.0329411765,0.0141176471,0.0094117647,0.0047058824,0.0282352941,0.0188235294,0.0117647059,0.0049261084,0.0211764706,0.0164705882,0.0094117647,0.0047058824
1989,0.0304449649,0.0327868852,0.0093676815,0.0046838407,0.0234192037,0.0374707260,0.0093676815,0.0046838407,0.0234192037,0.0374707260,0.0070257611,0.0046838407,0.0421545667,0.0140515222,0.0046838407,0.0468384075,0.0140515222,0.0046838407,0.0421545667,0.0281030445,0.0187353630,0.0187353630,0.0210772834,0.0281030445,0.0117096019,0.0234192037,0.0187353630,0.0327868852,0.0374707260,0.0117096019,0.0281030445,0.0093676815,0.0374707260,0.0210772834,0.0234192037,0.0187353630,0.0140515222,0.0140515222,0.0070257611,0.0093676815,0.0046838407,0.0327868852,0.0140515222,0.0093676815,0.0046838407,0.0281030445,0.0093676815,0.0093676815,0.0046838407,0.0234192037,0.0187353630,0.0093676815,0.0046838407
1990,0.0318181818,0.0318181818,0.0090909091,0.0045454545,0.0227272727,0.0363636364,0.0090909091,0.0045454545,0.0227272727,0.0363636364,0.0090909091,0.0045454545,0.0409090909,0.0136363636,0.0045454545,0.0590909091,0.0136363636,0.0044642857,0.0409090909,0.0272727273,0.0181818182,0.0181818182,0.0227272727,0.0272727273,0.0181818182,0.0227272727,0.0181818182,0.0318181818,0.0363636364,0.0136363636,0.0272727273,0.0090909091,0.0363636364,0.0227272727,0.0227272727,0.0227272727,0.0090909091,0.0136363636,0.0068181818,0.0090909091,0.0045454545,0.0295454545,0.0136363636,0.0090909091,0.0045454545,0.0272727273,0.0136363636,0.0113636364,0.0046296296,0.0227272727,0.0181818182,0.0068181818,0.0045454545
1991,0.0321100917,0.0321100917,0.0091743119,0.0045871560,0.0229357798,0.0366972477,0.0091743119,0.0045871560,0.0229357798,0.0366972477,0.0091743119,0.0045871560,0.0412844037,0.0137614679,0.0045871560,0.0458715596,0.0137614679,0.0045871560,0.0412844037,0.0252293578,0.0183486239,0.0183486239,0.0229357798,0.0275229358,0.0137614679,0.0206422018,0.0183486239,0.0321100917,0.0366972477,0.0137614679,0.0275229358,0.0091743119,0.0366972477,0.0229357798,0.0229357798,0.0183486239,0.0137614679,0.0137614679,0.0091743119,0.0091743119,0.0045871560,0.0321100917,0.0137614679,0.0091743119,0.0068807339,0.0275229358,0.0183486239,0.0091743119,0.0045871560,0.0206422018,0.0183486239,0.0091743119,0.0045871560
1992,0.0329411765,0.0329411765,0.0070588235,0.0070588235,0.0211764706,0.0376470588,0.0094117647,0.0047058824,0.0235294118,0.0376470588,0.0094117647,0.0046511628,0.0423529412,0.0141176471,0.0047058824,0.0470588235,0.0141176471,0.0047058824,0.0423529412,0.0258823529,0.0188235294,0.0188235294,0.0211764706,0.0282352941,0.0164705882,0.0211764706,0.0211764706,0.0329411765,0.0376470588,0.0141176471,0.0211764706,0.0093023256,0.0376470588,0.0235294118,0.0235294118,0.0188235294,0.0117647059,0.0117647059,0.0117647059,0.0070588235,0.0046511628,0.0329411765,0.0141176471,0.0094117647,0.0047619048,0.0282352941,0.0188235294,0.0094117647,0.0047619048,0.0235294118,0.0188235294,0.0094117647,0.0047058824
1993,0.0325581395,0.0325581395,0.0093023256,0.0046511628,0.0209302326,0.0372093023,0.0093023256,0.0046511628,0.0232558140,0.0372093023,0.0093023256,0.0046511628,0.0418604651,0.0139534884,0.0046511628,0.0465116279,0.0139534884,0.0046511628,0.0418604651,0.0279069767,0.0162790698,0.0209302326,0.0255813953,0.0279069767,0.0116279070,0.0209302326,0.0186046512,0.0325581395,0.0372093023,0.0116279070,0.0279069767,0.0093023256,0.0372093023,0.0232558140,0.0209302326,0.0186046512,0.0139534884,0.0139534884,0.0069767442,0.0093023256,#DIV/0!,0.0325581395,0.0139534884,0.0093023256,0.0046511628,0.0279069767,0.0186046512,0.0093023256,0.0046511628,0.0232558140,0.0186046512,0.0093023256,0.0046511628
